gene	zcount_h-brain-1_S11	zcount_h-brain-2_S12	zcount_h-brain-3_S13	zcount_h-testis-1_S16	zcount_h-testis-2_S17	zcount_n-testis-1_S33	zcount_n-testis-2_S34	zcount_n-testis-3_S35	zcount_wt-brain_S44
trnas-gcu_78	0	0	0	0	0	0	0	0	0
trnas-gcu_79	0	0	0	0	0	0	0	0	0
trnas-gcu_8	0	0	0	0	0	0	0	0	0
trnas-gcu_80	0	0	0	0	0	0	0	0	0
trnas-gcu_81	0	0	0	0	0	0	0	0	0
trnas-gcu_82	0	0	0	0	0	0	0	0	0
trnas-gcu_83	0	0	0	0	0	0	0	0	0
trnas-gcu_84	0	0	0	0	0	0	0	0	0
trnas-gcu_85	0	0	0	0	0	0	0	0	0
trnas-gcu_86	0	0	0	0	0	0	0	0	0
trnas-gcu_87	0	0	0	0	0	0	0	0	0
trnas-gcu_88	0	0	0	0	0	0	0	0	0
trnas-gcu_89	0	0	0	0	0	0	0	0	0
trnas-gcu_9	0	0	0	0	0	0	0	0	0
trnas-gcu_90	0	0	0	0	0	0	0	0	0
trnas-gcu_91	0	0	0	0	0	0	0	0	0
trnas-gcu_92	0	0	0	0	0	0	0	0	0
trnas-gcu_93	0	0	0	0	0	0	0	0	0
trnas-gcu_94	0	0	0	0	0	0	0	0	0
trnas-gcu_95	0	0	0	0	0	0	0	0	0
trnas-gcu_96	0	0	0	0	0	0	0	0	0
trnas-gcu_97	0	0	0	0	0	0	0	0	0
trnas-gcu_98	0	0	0	0	0	0	0	0	0
trnas-gcu_99	0	0	0	0	0	0	0	0	0
trnas-gga	0	0	0	0	0	0	0	0	0
trnas-gga_1	0	0	0	0	0	0	0	0	0
trnas-uga	0	0	0	0	0	0	0	0	0
trnas-uga_1	0	0	0	0	0	0	0	0	0
trnas-uga_10	0	0	0	0	0	0	0	0	0
trnas-uga_100	0	0	0	0	0	0	0	0	0
trnas-uga_101	0	0	0	0	0	0	0	0	0
trnas-uga_102	0	0	0	0	0	0	0	0	0
trnas-uga_103	0	0	0	0	0	0	0	0	0
trnas-uga_104	0	0	0	0	0	0	0	0	0
trnas-uga_105	0	0	0	0	0	0	0	0	0
trnas-uga_106	0	0	0	0	0	0	0	0	0
trnas-uga_107	0	0	0	0	0	0	0	0	0
trnas-uga_108	0	0	0	0	0	0	0	0	0
trnas-uga_109	0	0	0	0	0	0	0	0	0
trnas-uga_11	0	0	0	0	0	0	0	0	0
trnas-uga_110	0	0	0	0	0	0	0	0	0
trnas-uga_111	0	0	0	0	0	0	0	0	0
trnas-uga_112	0	0	0	0	0	0	0	0	0
trnas-uga_113	0	0	0	0	0	0	0	0	0
trnas-uga_114	0	0	0	0	0	0	0	0	0
trnas-uga_115	0	0	0	0	0	0	0	0	0
trnas-uga_116	0	0	0	0	0	0	0	0	0
trnas-uga_117	0	0	0	0	0	0	0	0	0
trnas-uga_118	0	0	0	0	0	0	0	0	0
trnas-uga_119	0	0	0	0	0	0	0	0	0
trnas-uga_12	0	0	0	0	0	0	0	0	0
trnas-uga_120	0	0	0	0	0	0	0	0	0
trnas-uga_121	0	0	0	0	0	0	0	0	0
trnas-uga_122	0	0	0	0	0	0	0	0	0
trnas-uga_123	0	0	0	0	0	0	0	0	0
trnas-uga_124	0	0	0	0	0	0	0	0	0
trnas-uga_125	0	0	0	0	0	0	0	0	0
trnas-uga_126	0	0	0	0	0	0	0	0	0
trnas-uga_127	0	0	0	0	0	0	0	0	0
trnas-uga_128	0	0	0	0	0	0	0	0	0
trnas-uga_129	0	0	0	0	0	0	0	0	0
trnas-uga_13	0	0	0	0	0	0	0	0	0
trnas-uga_130	0	0	0	0	0	0	0	0	0
trnas-uga_131	0	0	0	0	0	0	0	0	0
trnas-uga_132	0	0	0	0	0	0	0	0	0
trnas-uga_133	0	0	0	0	0	0	0	0	0
trnas-uga_134	0	0	0	0	0	0	0	0	0
trnas-uga_135	0	0	0	0	0	0	0	0	0
trnas-uga_136	0	0	0	0	0	0	0	0	0
trnas-uga_137	0	0	0	0	0	0	0	0	0
trnas-uga_138	0	0	0	0	0	0	0	0	0
trnas-uga_139	0	0	0	0	0	0	0	0	0
trnas-uga_14	0	0	0	0	0	0	0	0	0
trnas-uga_140	0	0	0	0	0	0	0	0	0
trnas-uga_141	0	0	0	0	0	0	0	0	0
trnas-uga_142	0	0	0	0	0	0	0	0	0
trnas-uga_143	0	0	0	0	0	0	0	0	0
trnas-uga_144	0	0	0	0	0	0	0	0	0
trnas-uga_145	0	0	0	0	0	0	0	0	0
trnas-uga_146	0	25.4153422821558	7.90840150632787	0	0	0	7.17437230313015	0	7.50420477409599
trnas-uga_147	0	0	0	0	0	0	0	0	0
trnas-uga_148	0	0	0	0	0	0	0	0	0
trnas-uga_149	0	0	0	0	0	0	0	6.28284496380603	0
trnas-uga_15	0	0	0	0	0	0	0	0	0
trnas-uga_150	0	0	0	0	0	0	0	0	0
trnas-uga_151	0	0	0	0	0	0	0	0	0
trnas-uga_152	0	0	7.90840150632787	0	0	0	0	0	0
trnas-uga_153	0	0	0	0	0	0	0	0	0
trnas-uga_154	0	0	0	0	0	0	0	0	0
trnas-uga_155	0	0	0	0	0	0	0	0	0
trnas-uga_156	0	0	0	0	0	0	0	0	0
trnas-uga_157	0	0	0	6.38334567997916	0	0	0	0	0
trnas-uga_158	0	0	0	0	0	0	0	0	0
trnas-uga_159	0	0	0	0	0	0	0	0	0
trnas-uga_16	0	0	0	0	0	0	0	0	0
trnas-uga_160	0	0	0	0	0	0	0	0	0
trnas-uga_161	0	0	0	0	0	0	0	0	0
trnas-uga_162	0	0	0	0	0	0	0	0	0
trnas-uga_163	0	0	0	0	0	0	0	0	0
trnas-uga_164	0	0	0	0	0	0	0	0	0
trnas-uga_165	0	0	0	0	0	0	0	0	0
trnas-uga_166	0	0	0	0	0	0	0	0	0
trnas-uga_167	0	0	0	0	0	0	0	0	0
trnas-uga_168	0	0	0	0	0	0	0	0	0
trnas-uga_169	0	0	0	0	0	0	0	0	0
trnas-uga_17	0	0	0	0	0	0	0	0	0
trnas-uga_170	0	0	0	0	0	0	0	0	0
trnas-uga_171	0	0	0	0	0	0	0	0	0
trnas-uga_172	0	0	0	0	0	0	0	0	0
trnas-uga_173	0	0	0	0	0	0	0	0	0
trnas-uga_174	0	0	0	0	0	0	0	0	0
trnas-uga_175	0	0	0	19.1500370399375	0	0	0	0	0
trnas-uga_176	0	0	0	0	0	0	0	0	0
trnas-uga_177	0	0	0	12.7666913599583	0	0	0	0	0
trnas-uga_178	0	0	0	0	0	0	0	0	0
trnas-uga_179	0	0	0	0	0	0	0	0	0
trnas-uga_18	0	0	0	0	0	0	0	0	0
trnas-uga_180	0	0	0	0	0	0	0	0	0
trnas-uga_181	0	0	0	0	0	0	7.17437230313015	0	0
trnas-uga_182	0	0	0	0	0	0	0	0	0
trnas-uga_183	0	0	0	0	7.2890568115921	0	7.17437230313015	12.5656899276121	0
trnas-uga_184	0	0	23.7252045189836	0	0	13.4121108439074	14.3487446062603	6.28284496380603	0
trnas-uga_185	0	0	0	0	0	0	7.17437230313015	0	0
trnas-uga_186	0	0	0	0	0	0	0	0	0
trnas-uga_187	7.59143821051687	0	0	0	0	6.70605542195371	0	0	0
trnas-uga_188	0	0	0	0	0	6.70605542195371	0	0	0
trnas-uga_19	0	0	0	0	0	0	0	0	0
trnas-uga_2	0	0	0	0	0	0	0	0	0
trnas-uga_20	0	0	0	0	0	0	0	0	0
trnas-uga_21	0	0	0	0	0	0	0	0	0
trnas-uga_22	0	0	0	0	0	0	0	0	0
trnas-uga_23	0	0	0	0	0	0	0	0	0
trnas-uga_24	0	0	0	0	0	0	0	0	0
trnas-uga_25	0	0	0	0	0	0	0	0	0
trnas-uga_26	0	0	0	0	0	0	0	0	0
trnas-uga_27	0	0	0	0	0	0	0	0	0
trnas-uga_28	0	0	0	0	0	0	0	0	0
trnas-uga_29	0	0	0	0	0	0	0	0	0
trnas-uga_3	0	0	0	0	0	0	0	0	0
trnas-uga_30	0	0	0	0	0	0	0	0	0
trnas-uga_31	0	0	0	0	0	0	0	0	0
trnas-uga_32	0	0	0	0	0	0	0	0	0
trnas-uga_33	0	0	0	0	0	0	0	0	0
trnas-uga_34	0	0	0	0	0	0	0	0	0
trnas-uga_35	0	0	0	0	0	0	0	0	0
trnas-uga_36	0	0	0	0	0	0	0	0	0
trnas-uga_37	0	0	0	0	0	0	0	0	0
trnas-uga_38	0	0	0	0	0	0	0	0	0
trnas-uga_39	0	0	0	0	0	0	0	0	0
trnas-uga_4	0	0	0	0	0	0	0	0	0
trnas-uga_40	0	0	0	0	0	0	0	0	0
trnas-uga_41	0	0	0	0	0	0	0	0	0
trnas-uga_42	0	0	0	0	0	0	0	0	0
trnas-uga_43	0	0	0	0	0	0	0	0	0
trnas-uga_44	0	0	0	0	0	0	0	0	0
trnas-uga_45	0	0	0	0	0	0	0	0	0
trnas-uga_46	0	0	0	0	0	0	0	0	0
trnas-uga_47	0	0	0	0	0	0	0	0	0
trnas-uga_48	0	0	0	0	0	0	0	0	0
trnas-uga_49	0	0	0	0	0	0	0	0	0
trnas-uga_5	0	0	0	0	0	0	0	0	0
trnas-uga_50	0	0	0	0	0	0	0	0	0
trnas-uga_51	0	0	0	0	0	0	0	0	0
trnas-uga_52	0	0	0	0	0	0	0	0	0
trnas-uga_53	0	0	0	0	0	0	0	0	0
trnas-uga_54	0	0	0	0	0	0	0	0	0
trnas-uga_55	0	0	0	0	0	0	0	0	0
trnas-uga_56	0	0	0	0	0	0	0	0	0
trnas-uga_57	0	0	0	0	0	0	0	0	0
trnas-uga_58	0	0	0	0	0	0	0	0	0
trnas-uga_59	0	0	0	0	0	0	0	0	0
trnas-uga_6	0	0	0	0	0	0	0	0	0
trnas-uga_60	0	0	0	0	0	0	0	0	0
trnas-uga_61	0	0	0	0	0	0	0	0	0
trnas-uga_62	0	0	0	0	0	0	0	0	0
trnas-uga_63	0	0	0	0	0	0	0	0	0
trnas-uga_64	0	0	0	0	0	0	0	0	0
trnas-uga_65	0	0	0	0	0	0	0	0	0
trnas-uga_66	0	0	0	0	0	0	0	0	0
trnas-uga_67	0	0	0	0	0	0	0	0	0
trnas-uga_68	0	0	0	0	0	0	0	0	0
trnas-uga_69	0	0	0	0	0	0	0	0	0
trnas-uga_7	0	0	0	0	0	0	0	0	0
trnas-uga_70	0	0	0	0	0	0	0	0	0
trnas-uga_71	0	0	0	0	0	0	0	0	0
trnas-uga_72	0	0	0	0	0	0	0	0	0
trnas-uga_73	0	0	0	0	0	0	0	0	0
trnas-uga_74	0	0	0	0	0	0	0	0	0
trnas-uga_75	0	0	0	0	0	0	0	0	0
trnas-uga_76	0	0	0	0	0	0	0	0	0
trnas-uga_77	0	0	0	0	0	0	0	0	0
trnas-uga_78	0	0	0	0	0	0	0	0	0
trnas-uga_79	0	0	0	0	0	0	0	0	0
trnas-uga_8	0	0	0	0	0	0	0	0	0
trnas-uga_80	0	0	0	0	0	0	0	0	0
trnas-uga_81	0	0	0	0	0	0	0	0	0
trnas-uga_82	0	0	0	0	0	0	0	0	0
trnas-uga_83	0	0	0	0	0	0	0	0	0
trnas-uga_84	0	0	0	0	0	0	0	0	0
trnas-uga_85	0	0	0	0	0	0	0	0	0
trnas-uga_86	0	0	0	0	0	0	0	0	0
trnas-uga_87	0	0	0	0	0	0	0	0	0
trnas-uga_88	0	0	0	0	0	0	0	0	0
trnas-uga_89	0	0	0	0	0	0	0	0	0
trnas-uga_9	0	0	0	0	0	0	0	0	0
trnas-uga_90	0	0	0	0	0	0	0	0	0
trnas-uga_91	0	0	0	0	0	0	0	0	0
trnas-uga_92	0	0	0	0	0	0	0	0	0
trnas-uga_93	0	0	0	0	0	0	0	0	0
trnas-uga_94	0	0	0	0	0	0	0	0	0
trnas-uga_95	0	0	0	0	0	0	0	0	0
trnas-uga_96	0	0	0	0	0	0	0	0	0
trnas-uga_97	0	0	0	0	0	0	0	0	0
trnas-uga_98	0	0	0	0	0	0	0	0	0
trnas-uga_99	0	0	0	0	0	0	0	0	0
trnastop-uca	0	0	0	0	0	0	0	0	0
trnastop-uca_1	0	0	0	0	0	0	0	0	0
trnastop-uca_10	0	0	0	0	0	0	0	0	0
trnastop-uca_11	0	0	0	0	0	0	0	0	0
trnastop-uca_12	0	0	0	0	0	0	0	0	0
trnastop-uca_13	0	0	0	0	0	0	0	0	0
trnastop-uca_14	0	0	0	0	0	0	0	0	0
trnastop-uca_2	0	0	0	0	0	0	0	0	0
trnastop-uca_3	0	0	0	0	0	0	0	0	0
trnastop-uca_4	0	0	0	0	0	0	0	0	0
trnastop-uca_5	0	0	0	0	0	0	0	0	0
trnastop-uca_6	0	0	0	0	0	0	0	0	0
trnastop-uca_7	0	0	0	0	0	0	0	0	0
trnastop-uca_8	0	0	0	0	0	0	0	0	0
trnastop-uca_9	0	0	0	0	0	0	0	0	0
trnat-agu	0	0	0	0	0	0	0	0	0
trnat-agu_1	0	0	0	0	0	0	0	0	0
trnat-agu_10	0	0	0	0	0	0	0	0	0
trnat-agu_100	0	0	0	0	0	0	0	0	0
trnat-agu_101	0	0	0	0	0	0	0	0	0
trnat-agu_102	0	0	0	0	0	0	0	0	0
trnat-agu_103	0	0	0	0	0	0	0	0	0
trnat-agu_104	0	0	0	0	0	0	0	0	0
trnat-agu_105	0	0	0	0	0	0	0	0	0
trnat-agu_106	0	0	0	0	0	0	0	0	0
trnat-agu_107	0	0	0	0	0	0	0	0	0
trnat-agu_108	0	0	0	0	0	0	0	0	0
trnat-agu_109	0	0	0	0	0	0	0	0	0
trnat-agu_11	0	0	0	0	0	0	0	0	0
trnat-agu_110	0	0	0	0	0	0	0	0	0
trnat-agu_111	0	0	0	0	0	0	0	0	0
trnat-agu_112	0	0	0	0	0	0	0	0	0
trnat-agu_113	0	0	0	0	0	0	0	0	0
trnat-agu_114	0	0	0	0	0	0	0	0	0
trnat-agu_115	0	0	0	0	0	0	0	0	0
trnat-agu_116	0	0	0	0	0	0	0	0	0
trnat-agu_117	0	0	0	0	0	0	0	0	0
trnat-agu_118	0	0	0	0	0	0	0	0	0
trnat-agu_119	0	0	0	0	0	0	0	0	0
trnat-agu_12	0	0	0	0	0	0	0	0	0
trnat-agu_120	0	0	0	0	0	0	0	0	0
trnat-agu_121	0	0	0	0	0	0	0	0	0
trnat-agu_122	0	0	0	0	0	0	0	0	0
trnat-agu_123	0	0	0	0	0	0	0	0	0
trnat-agu_124	0	0	0	0	0	0	0	0	0
trnat-agu_125	0	0	0	0	0	0	0	0	0
trnat-agu_126	0	0	0	0	0	0	0	0	0
trnat-agu_127	0	0	0	0	0	0	0	0	0
trnat-agu_128	0	0	0	0	0	0	0	0	0
trnat-agu_129	0	0	0	0	0	0	0	0	0
trnat-agu_13	0	0	0	0	0	0	0	0	0
trnat-agu_130	0	0	0	0	0	0	0	0	0
trnat-agu_131	0	0	0	0	0	0	0	0	0
trnat-agu_132	0	0	0	0	0	0	0	0	0
trnat-agu_133	0	0	0	0	0	0	0	0	0
trnat-agu_134	0	0	0	0	0	0	0	0	0
trnat-agu_135	0	0	0	0	0	0	0	0	0
trnat-agu_136	0	0	0	0	0	0	0	0	0
trnat-agu_137	0	0	0	0	0	0	0	0	0
trnat-agu_138	0	0	0	0	0	0	0	0	0
trnat-agu_139	0	0	0	0	0	0	0	0	0
trnat-agu_14	0	0	0	0	0	0	0	0	0
trnat-agu_140	0	0	0	0	0	0	0	0	0
trnat-agu_141	0	0	0	0	0	0	0	0	0
trnat-agu_142	0	0	0	0	0	0	0	0	0
trnat-agu_143	0	0	0	0	0	0	0	0	0
trnat-agu_144	0	0	0	0	0	0	0	0	0
trnat-agu_145	0	0	0	0	0	0	0	0	0
trnat-agu_146	0	0	0	0	0	0	0	0	0
trnat-agu_147	0	0	0	0	0	0	0	0	0
trnat-agu_148	0	0	0	0	0	0	0	0	0
trnat-agu_149	0	0	0	0	0	0	0	0	0
trnat-agu_15	0	0	0	0	0	0	0	0	0
trnat-agu_150	0	0	0	0	0	0	0	0	0
trnat-agu_151	0	0	0	0	0	0	0	0	0
trnat-agu_152	0	0	0	0	0	0	0	0	0
trnat-agu_153	0	0	0	0	0	0	0	0	0
trnat-agu_154	0	0	0	0	0	0	0	0	0
trnat-agu_155	0	0	0	0	0	0	0	0	0
trnat-agu_156	0	0	0	0	0	0	0	0	0
trnat-agu_157	0	0	0	0	0	0	0	0	0
trnat-agu_158	0	0	0	0	0	0	0	0	0
trnat-agu_159	0	0	0	0	0	0	0	0	0
trnat-agu_16	0	0	0	0	0	0	0	0	0
trnat-agu_160	0	0	0	0	0	0	0	0	0
trnat-agu_161	0	0	0	0	0	0	0	0	0
trnat-agu_162	0	0	0	0	0	0	0	0	0
trnat-agu_163	0	0	0	0	0	0	0	0	0
trnat-agu_164	0	0	0	0	0	0	0	0	0
trnat-agu_165	0	0	0	0	0	0	0	0	0
trnat-agu_166	0	0	0	0	0	0	0	0	0
trnat-agu_167	0	0	0	0	0	0	0	0	0
trnat-agu_168	0	0	0	0	0	0	0	0	0
trnat-agu_169	0	0	0	0	0	0	0	0	0
trnat-agu_17	0	0	0	0	0	0	0	0	0
trnat-agu_170	0	0	0	0	0	0	0	0	0
trnat-agu_171	0	0	0	0	0	0	0	0	0
trnat-agu_172	0	0	0	0	0	0	0	0	0
trnat-agu_173	0	0	0	0	0	0	0	0	0
trnat-agu_174	0	0	0	0	0	0	0	0	0
trnat-agu_175	0	0	0	0	0	0	0	0	0
trnat-agu_176	0	0	0	0	0	0	0	0	0
trnat-agu_177	0	0	0	0	0	0	0	0	0
trnat-agu_178	0	0	0	0	0	0	0	0	0
trnat-agu_179	0	0	0	0	0	0	0	0	0
trnat-agu_18	0	0	0	0	0	0	0	0	0
trnat-agu_180	0	0	0	0	0	0	0	0	0
trnat-agu_181	0	0	0	0	0	0	0	0	0
trnat-agu_182	0	0	0	0	0	0	0	0	0
trnat-agu_183	0	0	0	0	0	0	0	0	0
trnat-agu_184	0	0	0	0	0	0	0	0	0
trnat-agu_185	0	0	0	0	0	0	0	0	0
trnat-agu_186	0	0	0	0	0	0	0	0	0
trnat-agu_187	0	0	0	0	0	0	0	0	0
trnat-agu_188	0	0	0	0	0	0	0	0	0
trnat-agu_189	0	0	0	0	0	0	0	0	0
trnat-agu_19	0	0	0	0	0	0	0	0	0
trnat-agu_190	0	0	0	0	0	0	0	0	0
trnat-agu_191	0	0	0	0	0	0	0	0	0
trnat-agu_192	0	0	0	0	0	0	0	0	0
trnat-agu_193	0	0	0	0	0	0	0	0	0
trnat-agu_194	0	0	0	0	0	0	0	0	0
trnat-agu_195	0	0	0	0	0	0	0	0	0
trnat-agu_196	0	0	0	0	0	0	0	0	0
trnat-agu_197	0	0	0	0	0	0	0	0	0
trnat-agu_198	0	0	0	0	0	0	0	0	0
trnat-agu_199	0	0	0	0	0	0	0	0	0
trnat-agu_2	0	0	0	0	0	0	0	0	0
trnat-agu_20	0	0	0	0	0	0	0	0	0
trnat-agu_200	0	0	0	0	0	0	0	0	0
trnat-agu_201	0	0	0	0	0	0	0	0	0
trnat-agu_202	0	0	0	0	0	0	0	0	0
trnat-agu_203	0	0	0	0	0	0	0	0	0
trnat-agu_204	0	0	0	0	0	0	0	0	0
trnat-agu_205	0	0	0	0	0	0	0	0	0
trnat-agu_206	0	0	0	0	0	0	0	0	0
trnat-agu_207	0	0	0	0	0	0	0	0	0
trnat-agu_208	0	0	0	0	0	0	0	0	0
trnat-agu_209	0	0	0	0	0	0	0	0	0
trnat-agu_21	0	0	0	0	0	0	0	0	0
trnat-agu_210	0	0	0	0	0	0	0	0	0
trnat-agu_211	0	0	0	0	0	0	0	0	0
trnat-agu_212	0	0	0	0	0	0	0	0	0
trnat-agu_213	0	0	0	0	0	0	0	0	0
trnat-agu_214	0	0	0	0	0	0	0	0	0
trnat-agu_215	0	0	0	0	0	0	0	0	0
trnat-agu_216	0	0	0	0	0	0	0	0	0
trnat-agu_217	0	0	0	0	0	0	0	0	0
trnat-agu_218	0	0	0	0	0	0	0	0	0
trnat-agu_219	0	0	0	0	0	0	0	0	0
trnat-agu_22	0	0	0	0	0	0	0	0	0
trnat-agu_220	0	0	0	0	0	0	0	0	0
trnat-agu_221	0	0	0	0	0	0	0	0	0
trnat-agu_222	0	0	0	0	0	0	0	0	0
trnat-agu_223	0	0	0	0	0	0	0	0	0
trnat-agu_224	0	0	0	0	0	0	0	0	0
trnat-agu_225	0	0	0	0	0	0	0	0	0
trnat-agu_226	0	0	0	0	0	0	0	0	0
trnat-agu_227	0	0	0	0	0	0	0	0	0
trnat-agu_228	0	0	0	0	0	0	0	0	0
trnat-agu_229	0	0	0	0	0	0	0	0	0
trnat-agu_23	0	0	0	0	0	0	0	0	0
trnat-agu_230	0	0	0	0	0	0	0	0	0
trnat-agu_231	0	0	0	0	0	0	0	0	0
trnat-agu_232	0	0	0	0	0	0	0	0	0
trnat-agu_233	0	0	0	0	0	0	0	0	0
trnat-agu_234	0	0	0	0	0	0	0	0	0
trnat-agu_235	0	0	0	0	0	0	0	0	0
trnat-agu_236	0	0	0	0	0	0	0	0	0
trnat-agu_237	0	0	0	0	0	0	0	0	0
trnat-agu_238	0	0	0	0	0	0	0	0	0
trnat-agu_239	0	0	0	0	0	0	0	0	0
trnat-agu_24	0	0	0	0	0	0	0	0	0
trnat-agu_240	0	0	0	0	0	0	0	0	0
trnat-agu_241	0	0	0	0	0	0	0	0	0
trnat-agu_242	0	0	0	0	0	0	0	0	0
trnat-agu_243	0	0	0	0	0	0	0	0	0
trnat-agu_244	0	0	0	0	0	0	0	0	0
trnat-agu_245	0	0	0	0	0	0	0	0	0
trnat-agu_246	0	0	0	0	0	0	0	0	0
trnat-agu_247	0	0	0	0	0	0	0	0	0
trnat-agu_248	0	0	0	0	0	0	0	0	0
trnat-agu_249	0	0	0	0	0	0	0	0	0
trnat-agu_25	0	0	0	0	0	0	0	0	0
trnat-agu_250	0	0	0	0	0	0	0	0	0
trnat-agu_251	0	0	0	0	0	0	0	0	0
trnat-agu_252	0	0	0	0	0	0	0	0	0
trnat-agu_253	0	0	0	0	0	0	0	0	0
trnat-agu_254	0	0	0	0	0	0	0	0	0
trnat-agu_255	0	0	0	0	0	0	0	0	0
trnat-agu_256	0	0	0	0	0	0	0	0	0
trnat-agu_257	0	0	0	0	0	0	0	0	0
trnat-agu_258	0	0	0	0	0	0	0	0	0
trnat-agu_259	0	0	0	0	0	0	0	0	0
trnat-agu_26	0	0	0	0	0	0	0	0	0
trnat-agu_260	0	0	0	0	0	0	0	0	0
trnat-agu_261	0	0	0	0	0	0	0	0	0
trnat-agu_262	0	0	0	0	0	0	0	0	0
trnat-agu_263	0	0	0	0	0	0	0	0	0
trnat-agu_264	0	0	0	0	0	0	0	0	0
trnat-agu_265	0	0	0	0	0	0	0	0	0
trnat-agu_266	0	0	0	0	0	0	0	0	0
trnat-agu_267	0	0	0	0	0	0	0	0	0
trnat-agu_268	0	0	0	0	0	0	0	0	0
trnat-agu_269	0	0	0	0	0	0	0	0	0
trnat-agu_27	0	0	0	0	0	0	0	0	0
trnat-agu_270	0	0	0	0	0	0	0	0	0
trnat-agu_271	0	0	0	0	0	0	0	0	0
trnat-agu_272	0	0	0	0	0	0	0	0	0
trnat-agu_273	0	0	0	0	0	0	0	0	0
trnat-agu_274	0	0	0	0	0	0	0	0	0
trnat-agu_275	0	0	0	0	0	0	0	0	0
trnat-agu_276	0	0	0	0	0	0	0	0	0
trnat-agu_277	0	0	0	0	0	0	0	0	0
trnat-agu_278	0	0	0	0	0	0	0	0	0
trnat-agu_279	0	0	0	0	0	0	0	0	0
trnat-agu_28	0	0	0	0	0	0	0	0	0
trnat-agu_280	0	0	0	0	0	0	0	0	0
trnat-agu_281	0	0	0	0	0	0	0	0	0
trnat-agu_282	0	0	0	0	0	0	0	0	0
trnat-agu_283	0	0	0	0	0	0	0	0	0
trnat-agu_284	0	0	0	0	0	0	0	0	0
trnat-agu_285	0	0	0	0	0	0	0	0	0
trnat-agu_286	0	0	0	0	0	0	0	0	0
trnat-agu_287	0	0	0	0	0	0	0	0	0
trnat-agu_288	0	0	0	0	0	0	0	0	0
trnat-agu_289	0	0	0	0	0	0	0	0	0
trnat-agu_29	0	0	0	0	0	0	0	0	0
trnat-agu_290	0	0	0	0	0	0	0	0	0
trnat-agu_291	0	0	0	0	0	0	0	0	0
trnat-agu_292	0	0	0	0	0	0	0	0	0
trnat-agu_293	0	0	0	0	0	0	0	0	0
trnat-agu_294	0	0	0	0	0	0	0	0	0
trnat-agu_295	0	0	0	0	0	0	0	0	0
trnat-agu_296	0	0	0	0	0	0	0	0	0
trnat-agu_297	0	0	0	0	0	0	0	0	0
trnat-agu_298	0	0	0	0	0	0	0	0	0
trnat-agu_299	0	0	0	0	0	0	0	0	0
trnat-agu_3	0	0	0	0	0	0	0	0	0
trnat-agu_30	0	0	0	0	0	0	0	0	0
trnat-agu_300	0	0	0	0	0	0	0	0	0
trnat-agu_301	0	0	0	0	0	0	0	0	0
trnat-agu_302	0	0	0	0	0	0	0	0	0
trnat-agu_303	0	0	0	0	0	0	0	6.96207144637965	0
trnat-agu_304	0	0	0	7.07343710484177	0	0	0	0	0
trnat-agu_305	0	0	0	0	0	0	0	0	0
trnat-agu_306	0	0	0	0	0	0	0	0	0
trnat-agu_307	0	0	0	0	0	0	0	0	0
trnat-agu_308	8.41213423327546	0	0	7.07343710484177	0	0	0	0	0
trnat-agu_309	0	0	0	0	0	0	0	0	0
trnat-agu_31	0	0	0	0	0	0	0	0	0
trnat-agu_310	0	0	0	0	0	0	0	0	0
trnat-agu_311	0	0	0	0	0	0	0	0	0
trnat-agu_312	0	0	0	0	0	0	0	0	0
trnat-agu_313	0	0	0	0	0	0	0	0	0
trnat-agu_314	25.2364026998264	9.38764895106654	17.5267276626726	21.2203113145253	32.3082518135433	0	15.8999602393695	27.8482857855186	0
trnat-agu_315	0	0	0	0	32.3082518135433	0	47.6998807181086	6.96207144637965	0
trnat-agu_316	0	0	0	0	0	0	15.8999602393695	13.9241428927593	0
trnat-agu_317	0	0	0	14.1468742096836	0	0	0	0	0
trnat-agu_318	0	9.38764895106654	0	7.07343710484177	0	0	0	0	0
trnat-agu_319	0	0	0	0	0	0	0	0	0
trnat-agu_32	0	0	0	0	0	0	0	0	0
trnat-agu_320	0	0	0	0	0	0	0	0	0
trnat-agu_321	0	0	0	0	0	0	0	0	0
trnat-agu_322	0	0	0	7.07343710484177	0	0	0	13.9241428927593	0
trnat-agu_323	0	0	0	0	0	0	0	0	0
trnat-agu_324	0	0	0	7.07343710484177	0	7.43103438648925	0	0	0
trnat-agu_325	0	0	0	0	0	0	0	0	0
trnat-agu_326	0	0	0	0	0	0	0	6.96207144637965	0
trnat-agu_327	0	0	0	0	0	0	0	0	0
trnat-agu_328	0	0	0	0	0	0	0	0	0
trnat-agu_329	0	0	0	0	0	0	0	0	0
trnat-agu_33	0	0	0	0	0	0	0	0	0
trnat-agu_330	0	0	0	0	0	22.2931031594678	0	0	0
trnat-agu_331	0	0	0	0	0	0	0	0	0
trnat-agu_332	0	0	0	7.07343710484177	0	0	0	0	0
trnat-agu_333	0	0	0	0	0	0	0	0	0
trnat-agu_334	0	0	0	0	0	0	0	0	0
trnat-agu_335	0	0	0	0	0	0	0	0	0
trnat-agu_336	0	0	0	0	0	7.43103438648925	0	0	0
trnat-agu_337	0	0	0	0	0	0	0	0	0
trnat-agu_338	0	0	0	0	0	0	0	0	0
trnat-agu_339	0	0	0	0	0	0	0	0	0
trnat-agu_34	0	0	0	0	0	0	0	0	0
trnat-agu_340	0	0	0	0	0	0	0	0	0
trnat-agu_341	0	0	0	0	0	0	0	0	0
